iso2,year,sex,age,cases
NE,2008,m,55-64,429
NI,2006,m,55-64,90
NI,2007,m,55-64,77
NL,2005,m,55-64,14
NL,2006,m,55-64,17
NL,2007,m,55-64,15
NL,2008,m,55-64,18
NO,2005,m,55-64,4
NO,2006,m,55-64,3
NO,2008,m,55-64,4
NP,2006,m,55-64,1695
NP,2007,m,55-64,1715
NR,2006,m,55-64,0
NR,2007,m,55-64,0
NR,2008,m,55-64,0
NU,2006,m,55-64,0
NU,2007,m,55-64,0
NZ,2006,m,55-64,3
NZ,2007,m,55-64,4
NZ,2008,m,55-64,10
OM,2006,m,55-64,12
OM,2008,m,55-64,14
PA,2008,m,55-64,55
PE,2006,m,55-64,884
PE,2007,m,55-64,654
PE,2008,m,55-64,608
PF,2008,m,55-64,2
PL,2005,m,55-64,292
PL,2006,m,55-64,357
PL,2007,m,55-64,344
PL,2008,m,55-64,355
PR,2007,m,55-64,10
PR,2008,m,55-64,11
PS,2006,m,55-64,1
PS,2007,m,55-64,3
PS,2008,m,55-64,2
PT,2005,m,55-64,90
PT,2006,m,55-64,94
PT,2007,m,55-64,82
PT,2008,m,55-64,80
PW,2006,m,55-64,0
PW,2007,m,55-64,1
PY,2006,m,55-64,124
PY,2007,m,55-64,94
PY,2008,m,55-64,91
QA,2007,m,55-64,4
QA,2008,m,55-64,10
RO,2005,m,55-64,952
RO,2006,m,55-64,847
RO,2007,m,55-64,889
RO,2008,m,55-64,977
RS,2005,m,55-64,112
RS,2006,m,55-64,83
RS,2007,m,55-64,94
RS,2008,m,55-64,112
RU,2007,m,55-64,2491
RU,2008,m,55-64,2687
RW,2007,m,55-64,168
RW,2008,m,55-64,191
SA,2008,m,55-64,93
SB,2007,m,55-64,8
SB,2008,m,55-64,11
SC,2008,m,55-64,0
SD,2006,m,55-64,710
SD,2008,m,55-64,610
SE,2005,m,55-64,5
SE,2006,m,55-64,3
SE,2007,m,55-64,3
SE,2008,m,55-64,7
SG,2006,m,55-64,75
SG,2007,m,55-64,80
SG,2008,m,55-64,94
SI,2005,m,55-64,11
SI,2006,m,55-64,7
SI,2007,m,55-64,12
SI,2008,m,55-64,12
SK,2005,m,55-64,25
SK,2006,m,55-64,29
SK,2007,m,55-64,15
SK,2008,m,55-64,10
SL,2007,m,55-64,258
SN,2008,m,55-64,351
SR,2006,m,55-64,1
ST,2006,m,55-64,1
ST,2007,m,55-64,4
SV,2007,m,55-64,62
SV,2008,m,55-64,79
SY,2006,m,55-64,71
SY,2007,m,55-64,49
SY,2008,m,55-64,61
SZ,2008,m,55-64,80
TC,2006,m,55-64,0
TJ,2005,m,55-64,54
TJ,2008,m,55-64,52
TK,2007,m,55-64,0
TM,2005,m,55-64,51
TM,2007,m,55-64,56
TO,2006,m,55-64,2
TO,2007,m,55-64,1
TO,2008,m,55-64,1
TR,2005,m,55-64,534
TR,2006,m,55-64,575
TR,2007,m,55-64,571
TR,2008,m,55-64,607
TT,2007,m,55-64,18
TT,2008,m,55-64,29
TV,2006,m,55-64,0
TV,2008,m,55-64,0
UA,2007,m,55-64,2130
UA,2008,m,55-64,1140
UG,2008,m,55-64,875
US,2006,m,55-64,531
US,2007,m,55-64,533
US,2008,m,55-64,526
UY,2008,m,55-64,28
UZ,2005,m,55-64,263
UZ,2006,m,55-64,268
UZ,2007,m,55-64,282
UZ,2008,m,55-64,287
VC,2007,m,55-64,1
VE,2006,m,55-64,267
VE,2007,m,55-64,272
VE,2008,m,55-64,271
VU,2008,m,55-64,4
WF,2007,m,55-64,0
WS,2008,m,55-64,1
ZA,2006,m,55-64,4392
ZA,2007,m,55-64,4792
ZA,2008,m,55-64,5169
ZW,2007,m,55-64,292
AD,2005,m,65+,0
AD,2006,m,65+,1
AD,2008,m,65+,0
AE,2006,m,65+,4
AE,2007,m,65+,10
AE,2008,m,65+,6
AG,2007,m,65+,0
AL,2005,m,65+,37
AL,2006,m,65+,20
AL,2007,m,65+,19
AL,2008,m,65+,16
AM,2005,m,65+,24
AM,2006,m,65+,17
AM,2007,m,65+,20
AM,2008,m,65+,15
AN,2006,m,65+,0
AR,2006,m,65+,321
AR,2007,m,65+,324
AR,2008,m,65+,295
AT,2005,m,65+,30
AT,2006,m,65+,19
AU,2006,m,65+,43
AU,2007,m,65+,37
AZ,2005,m,65+,88
AZ,2006,m,65+,30
BA,2005,m,65+,80
BA,2006,m,65+,66
BA,2007,m,65+,0
BA,2008,m,65+,79
BB,2007,m,65+,0
BB,2008,m,65+,0
BE,2005,m,65+,47
BE,2006,m,65+,42
BE,2007,m,65+,43
BE,2008,m,65+,41
BF,2007,m,65+,145
BG,2005,m,65+,136
BG,2007,m,65+,90
BG,2008,m,65+,68
BH,2008,m,65+,3
BI,2007,m,65+,88
BN,2007,m,65+,17
BN,2008,m,65+,23
BR,2006,m,65+,2221
BR,2007,m,65+,2075
BR,2008,m,65+,1905
BS,2007,m,65+,0
BS,2008,m,65+,0
BW,2008,m,65+,85
BZ,2006,m,65+,3
BZ,2007,m,65+,3
BZ,2008,m,65+,8
CA,2006,m,65+,64
CA,2007,m,65+,75
CA,2008,m,65+,62
CH,2005,m,65+,7
CH,2006,m,65+,12
CH,2007,m,65+,11
CH,2008,m,65+,4
CK,2006,m,65+,0
CL,2006,m,65+,199
CL,2007,m,65+,121
CL,2008,m,65+,118
CM,2008,m,65+,281
CR,2006,m,65+,24
CR,2007,m,65+,31
CU,2008,m,65+,53
CV,2008,m,65+,6
CY,2005,m,65+,1
CY,2006,m,65+,0
CY,2007,m,65+,0
CY,2008,m,65+,0
CZ,2005,m,65+,46
CZ,2006,m,65+,25
CZ,2007,m,65+,29
CZ,2008,m,65+,32
DE,2005,m,65+,167
DE,2006,m,65+,199
DE,2007,m,65+,362
DE,2008,m,65+,148
DJ,2007,m,65+,23
DK,2005,m,65+,7
DK,2006,m,65+,8
DK,2007,m,65+,6
DK,2008,m,65+,8
DM,2006,m,65+,1
DM,2007,m,65+,0
DM,2008,m,65+,0
DO,2008,m,65+,105
EE,2005,m,65+,7
EE,2006,m,65+,7
EE,2007,m,65+,12
EE,2008,m,65+,13
EG,2006,m,65+,136
EG,2008,m,65+,242
ER,2007,m,65+,44
ES,2005,m,65+,230
ES,2006,m,65+,175
ES,2007,m,65+,191
ES,2008,m,65+,200
FI,2005,m,65+,25
FI,2006,m,65+,20
FI,2007,m,65+,24
FI,2008,m,65+,35
FJ,2006,m,65+,4
FM,2006,m,65+,1
FM,2008,m,65+,0
FR,2005,m,65+,205
FR,2006,m,65+,278
FR,2007,m,65+,273
FR,2008,m,65+,175
GA,2008,m,65+,39
GB,2005,m,65+,124
GB,2006,m,65+,191
GB,2007,m,65+,202
GB,2008,m,65+,99
GD,2006,m,65+,0
GE,2005,m,65+,60
GE,2006,m,65+,72
GE,2007,m,65+,75
GE,2008,m,65+,347
GM,2006,m,65+,56
GM,2008,m,65+,34
GR,2005,m,65+,23
GR,2006,m,65+,27
GR,2007,m,65+,54
GR,2008,m,65+,9
GT,2007,m,65+,155
GT,2008,m,65+,167
GU,2007,m,65+,0
GU,2008,m,65+,4
GY,2008,m,65+,11
HK,2005,m,65+,453
HK,2006,m,65+,439
HK,2007,m,65+,425
HK,2008,m,65+,414
HN,2006,m,65+,147
HN,2007,m,65+,180
HN,2008,m,65+,174
HR,2005,m,65+,34
HR,2006,m,65+,48
HR,2008,m,65+,47
HT,2007,m,65+,192
HT,2008,m,65+,175
HU,2005,m,65+,39
HU,2006,m,65+,33
HU,2007,m,65+,35
HU,2008,m,65+,24
ID,2007,m,65+,6762
ID,2008,m,65+,6831
IE,2005,m,65+,6
IE,2006,m,65+,13
IE,2007,m,65+,26
IE,2008,m,65+,13
IL,2005,m,65+,14
IL,2006,m,65+,10
IL,2007,m,65+,17
IL,2008,m,65+,25
IQ,2006,m,65+,107
IQ,2007,m,65+,126
IQ,2008,m,65+,147
IR,2006,m,65+,686
IR,2007,m,65+,680
IR,2008,m,65+,706
IS,2005,m,65+,1
IS,2006,m,65+,1
IS,2007,m,65+,0
IS,2008,m,65+,0
IT,2005,m,65+,115
IT,2006,m,65+,152
IT,2007,m,65+,106
IT,2008,m,65+,104
JM,2006,m,65+,9
JM,2008,m,65+,5
JO,2006,m,65+,10
JO,2007,m,65+,5
JO,2008,m,65+,5
JP,2007,m,65+,3678
JP,2008,m,65+,3482
KE,2007,m,65+,601
KE,2008,m,65+,583
KG,2005,m,65+,84
KI,2007,m,65+,3
KI,2008,m,65+,5
KM,2006,m,65+,1
KM,2008,m,65+,5
KN,2008,m,65+,0
KP,2008,m,65+,948
KR,2006,m,65+,1698
KR,2007,m,65+,1684
KR,2008,m,65+,1848
KW,2007,m,65+,5
KW,2008,m,65+,9
KY,2006,m,65+,0
KY,2007,m,65+,0
KZ,2005,m,65+,175
KZ,2007,m,65+,150
KZ,2008,m,65+,160
LB,2006,m,65+,8
LB,2007,m,65+,5
LB,2008,m,65+,6
LC,2008,m,65+,1
LR,2008,m,65+,98
LS,2007,m,65+,28
LS,2008,m,65+,138
LT,2005,m,65+,67
LT,2006,m,65+,74
LT,2007,m,65+,76
LT,2008,m,65+,71
LU,2005,m,65+,2
LU,2006,m,65+,3
LU,2007,m,65+,0
LU,2008,m,65+,0
LV,2005,m,65+,34
LV,2006,m,65+,26
LV,2008,m,65+,27
LY,2006,m,65+,23
LY,2008,m,65+,19
MA,2006,m,65+,551
MA,2007,m,65+,529
MA,2008,m,65+,589
MD,2005,m,65+,31
MD,2007,m,65+,35
MD,2008,m,65+,32
ME,2005,m,65+,8
ME,2006,m,65+,3
ME,2007,m,65+,3
ME,2008,m,65+,1
MG,2007,m,65+,438
MG,2008,m,65+,465
MH,2007,m,65+,0
MH,2008,m,65+,0
MK,2005,m,65+,13
MK,2006,m,65+,7
MK,2007,m,65+,19
MK,2008,m,65+,15
ML,2008,m,65+,250
MO,2007,m,65+,13
MO,2008,m,65+,13
MP,2007,m,65+,2
MP,2008,m,65+,3
MT,2005,m,65+,0
MT,2006,m,65+,1
MT,2007,m,65+,3
MT,2008,m,65+,0
MU,2007,m,65+,6
MU,2008,m,65+,8
MV,2007,m,65+,5
MV,2008,m,65+,3
MW,2007,m,65+,158
MW,2008,m,65+,176
MX,2006,m,65+,1215
MX,2007,m,65+,1226
MX,2008,m,65+,1213
MY,2007,m,65+,1395
MY,2008,m,65+,1543
NC,2008,m,65+,2
NE,2008,m,65+,333
NI,2006,m,65+,72
NI,2007,m,65+,91
NL,2005,m,65+,19
NL,2006,m,65+,19
NL,2007,m,65+,15
NL,2008,m,65+,19
NO,2005,m,65+,3
NO,2006,m,65+,1
NO,2008,m,65+,3
NP,2006,m,65+,808
NP,2007,m,65+,919
NR,2006,m,65+,0
NR,2007,m,65+,0
NR,2008,m,65+,0
NU,2006,m,65+,0
NU,2007,m,65+,0
NZ,2006,m,65+,7
NZ,2007,m,65+,8
NZ,2008,m,65+,18
OM,2006,m,65+,2
OM,2008,m,65+,10
PA,2008,m,65+,60
PE,2006,m,65+,869
PE,2007,m,65+,702
PE,2008,m,65+,921
PF,2008,m,65+,2
PL,2005,m,65+,310
PL,2006,m,65+,285
PL,2007,m,65+,285
PL,2008,m,65+,239
PR,2007,m,65+,6
PR,2008,m,65+,6
PS,2006,m,65+,2
PS,2007,m,65+,1
PS,2008,m,65+,2
PT,2005,m,65+,93
PT,2006,m,65+,108
PT,2007,m,65+,112
PT,2008,m,65+,84
PW,2006,m,65+,0
PW,2007,m,65+,0
PY,2006,m,65+,116
PY,2007,m,65+,100
PY,2008,m,65+,90
QA,2007,m,65+,0
QA,2008,m,65+,2
RO,2005,m,65+,638
RO,2006,m,65+,580
RO,2007,m,65+,611
RO,2008,m,65+,625
RS,2005,m,65+,132
RS,2006,m,65+,144
RS,2007,m,65+,106
RS,2008,m,65+,107
RU,2007,m,65+,1291
RU,2008,m,65+,1147
RW,2007,m,65+,91
RW,2008,m,65+,125
SA,2008,m,65+,102
SB,2007,m,65+,6
SB,2008,m,65+,7
SC,2008,m,65+,2
SD,2006,m,65+,532
SD,2008,m,65+,534
SE,2005,m,65+,16
SE,2006,m,65+,16
SE,2007,m,65+,9
SE,2008,m,65+,6
SG,2006,m,65+,106
SG,2007,m,65+,105
SG,2008,m,65+,127
SI,2005,m,65+,14
SI,2006,m,65+,6
SI,2007,m,65+,9
SI,2008,m,65+,3
SK,2005,m,65+,20
SK,2006,m,65+,17
SK,2007,m,65+,23
SK,2008,m,65+,11
SL,2007,m,65+,172
SN,2008,m,65+,228
SR,2006,m,65+,7
ST,2006,m,65+,2
ST,2007,m,65+,0
SV,2007,m,65+,95
SV,2008,m,65+,89
SY,2006,m,65+,44
SY,2007,m,65+,59
SY,2008,m,65+,52
SZ,2008,m,65+,35
TC,2006,m,65+,0
TJ,2005,m,65+,48
TJ,2008,m,65+,64
TK,2007,m,65+,0
TM,2005,m,65+,13
TM,2007,m,65+,23
TO,2006,m,65+,4
TO,2007,m,65+,5
TO,2008,m,65+,1
TR,2005,m,65+,429
TR,2006,m,65+,473
TR,2007,m,65+,512
TR,2008,m,65+,453
TT,2007,m,65+,5
TT,2008,m,65+,14
TV,2006,m,65+,0
TV,2008,m,65+,0
UA,2007,m,65+,1090
UA,2008,m,65+,574
UG,2008,m,65+,565
US,2006,m,65+,596
US,2007,m,65+,562
US,2008,m,65+,561
UY,2008,m,65+,34
UZ,2005,m,65+,313
UZ,2006,m,65+,329
UZ,2007,m,65+,380
UZ,2008,m,65+,369
VC,2007,m,65+,0
VE,2006,m,65+,320
VE,2007,m,65+,295
VE,2008,m,65+,285
VU,2008,m,65+,3
WF,2007,m,65+,0
WS,2008,m,65+,0
ZA,2006,m,65+,1862
ZA,2007,m,65+,2021
ZA,2008,m,65+,2246
ZW,2007,m,65+,153
AD,2005,m,unknown,0
AD,2006,m,unknown,0
AD,2008,m,unknown,0
AE,2006,m,unknown,0
AE,2007,m,unknown,0
AE,2008,m,unknown,0
AG,2007,m,unknown,0
AL,2005,m,unknown,0
AL,2006,m,unknown,0
AL,2007,m,unknown,0
AL,2008,m,unknown,0
AM,2005,m,unknown,0
AM,2006,m,unknown,0
AM,2007,m,unknown,0
AM,2008,m,unknown,0
AN,2006,m,unknown,0
AR,2006,m,unknown,0
AR,2007,m,unknown,0
AR,2008,m,unknown,30
AT,2005,m,unknown,0
AT,2006,m,unknown,0
AU,2006,m,unknown,0
AU,2007,m,unknown,0
AZ,2005,m,unknown,0
AZ,2006,m,unknown,0
BA,2005,m,unknown,1
BA,2006,m,unknown,2
BA,2007,m,unknown,0
BA,2008,m,unknown,0
BB,2007,m,unknown,0
BB,2008,m,unknown,0
BE,2005,m,unknown,0
BE,2006,m,unknown,0
BE,2007,m,unknown,0
BE,2008,m,unknown,0
BF,2007,m,unknown,0
BG,2005,m,unknown,0
BG,2007,m,unknown,0
BG,2008,m,unknown,0
BH,2008,m,unknown,0
BI,2007,m,unknown,0
BN,2007,m,unknown,0
BN,2008,m,unknown,0
BR,2006,m,unknown,0
BR,2007,m,unknown,0
BR,2008,m,unknown,0
BS,2007,m,unknown,0
BS,2008,m,unknown,0
BW,2008,m,unknown,0
BZ,2006,m,unknown,0
BZ,2007,m,unknown,0
BZ,2008,m,unknown,0
CA,2006,m,unknown,0
CA,2007,m,unknown,0
CA,2008,m,unknown,0
CH,2005,m,unknown,0
CH,2006,m,unknown,0
CH,2007,m,unknown,0
CH,2008,m,unknown,0
CK,2006,m,unknown,0
CL,2006,m,unknown,0
CL,2007,m,unknown,0
CL,2008,m,unknown,0
CM,2008,m,unknown,0
CR,2006,m,unknown,0
CR,2007,m,unknown,0
CU,2008,m,unknown,0
CV,2008,m,unknown,0
CY,2005,m,unknown,0
CY,2006,m,unknown,0
CY,2007,m,unknown,0
CY,2008,m,unknown,0
CZ,2005,m,unknown,0
CZ,2006,m,unknown,0
CZ,2007,m,unknown,0
CZ,2008,m,unknown,0
DE,2005,m,unknown,0
DE,2006,m,unknown,0
DE,2007,m,unknown,0
DE,2008,m,unknown,0
DJ,2007,m,unknown,0
DK,2005,m,unknown,0
DK,2006,m,unknown,0
DK,2007,m,unknown,0
DK,2008,m,unknown,0
DM,2006,m,unknown,0
DM,2007,m,unknown,0
DM,2008,m,unknown,0
DO,2008,m,unknown,0
EE,2005,m,unknown,0
EE,2006,m,unknown,0
EE,2007,m,unknown,0
EE,2008,m,unknown,0
EG,2006,m,unknown,0
EG,2008,m,unknown,8
ER,2007,m,unknown,0
ES,2005,m,unknown,2
ES,2006,m,unknown,2
ES,2007,m,unknown,2
ES,2008,m,unknown,0
FI,2005,m,unknown,0
FI,2006,m,unknown,0
FI,2007,m,unknown,0
FI,2008,m,unknown,0
FJ,2006,m,unknown,0
FM,2006,m,unknown,0
FM,2008,m,unknown,0
FR,2005,m,unknown,0
FR,2006,m,unknown,0
FR,2007,m,unknown,0
FR,2008,m,unknown,1
GA,2008,m,unknown,0
GB,2005,m,unknown,0
GB,2006,m,unknown,0
GB,2007,m,unknown,1
GB,2008,m,unknown,0
GD,2006,m,unknown,0
GE,2005,m,unknown,0
GE,2006,m,unknown,0
GE,2007,m,unknown,1
GE,2008,m,unknown,0
GM,2006,m,unknown,0
GM,2008,m,unknown,0
GR,2005,m,unknown,5
GR,2006,m,unknown,3
GR,2007,m,unknown,1
GR,2008,m,unknown,0
GT,2007,m,unknown,0
GT,2008,m,unknown,0
GU,2007,m,unknown,0
GU,2008,m,unknown,0
GY,2008,m,unknown,0
HK,2005,m,unknown,0
HK,2006,m,unknown,0
HK,2007,m,unknown,0
HK,2008,m,unknown,0
HN,2006,m,unknown,0
HN,2007,m,unknown,0
HN,2008,m,unknown,0
HR,2005,m,unknown,0
HR,2006,m,unknown,0
HR,2008,m,unknown,0
HT,2007,m,unknown,0
HT,2008,m,unknown,0
HU,2005,m,unknown,0
HU,2006,m,unknown,0
HU,2007,m,unknown,0
HU,2008,m,unknown,0
ID,2007,m,unknown,0
ID,2008,m,unknown,0
IE,2005,m,unknown,0
IE,2006,m,unknown,1
IE,2007,m,unknown,0
IE,2008,m,unknown,0
IL,2005,m,unknown,0
IL,2006,m,unknown,0
IL,2007,m,unknown,0
IL,2008,m,unknown,0
IQ,2006,m,unknown,0
IQ,2007,m,unknown,0
IQ,2008,m,unknown,0
IR,2006,m,unknown,0
IR,2007,m,unknown,0
IR,2008,m,unknown,0
IS,2005,m,unknown,0
IS,2006,m,unknown,0
IS,2007,m,unknown,0
IS,2008,m,unknown,0
IT,2005,m,unknown,24
IT,2006,m,unknown,19
IT,2007,m,unknown,11
IT,2008,m,unknown,5
JM,2006,m,unknown,0
JM,2008,m,unknown,2
JO,2006,m,unknown,0
JO,2007,m,unknown,0
JO,2008,m,unknown,0
JP,2007,m,unknown,0
JP,2008,m,unknown,0
KE,2007,m,unknown,0
KE,2008,m,unknown,0
KG,2005,m,unknown,0
KI,2007,m,unknown,0
KI,2008,m,unknown,0
KM,2006,m,unknown,0
KM,2008,m,unknown,0
KN,2008,m,unknown,0
KP,2008,m,unknown,0
KR,2006,m,unknown,0
KR,2007,m,unknown,0
KR,2008,m,unknown,0
KW,2007,m,unknown,0
KW,2008,m,unknown,0
KY,2006,m,unknown,0
KY,2007,m,unknown,0
KZ,2005,m,unknown,0
KZ,2007,m,unknown,0
KZ,2008,m,unknown,0
LB,2006,m,unknown,0
LB,2007,m,unknown,0
LB,2008,m,unknown,0
LC,2008,m,unknown,0
LR,2008,m,unknown,0
LS,2007,m,unknown,0
LS,2008,m,unknown,0
LT,2005,m,unknown,0
LT,2006,m,unknown,0
LT,2007,m,unknown,0
LT,2008,m,unknown,0
LU,2005,m,unknown,0
LU,2006,m,unknown,0
LU,2007,m,unknown,0
LU,2008,m,unknown,0
LV,2005,m,unknown,0
LV,2006,m,unknown,0
LV,2008,m,unknown,0
LY,2006,m,unknown,0
LY,2008,m,unknown,0
MA,2006,m,unknown,0
MA,2007,m,unknown,0
MA,2008,m,unknown,0
MD,2005,m,unknown,0
MD,2007,m,unknown,0
MD,2008,m,unknown,0
ME,2005,m,unknown,0
ME,2006,m,unknown,0
ME,2007,m,unknown,1
ME,2008,m,unknown,0
MG,2007,m,unknown,0
MG,2008,m,unknown,0
MH,2007,m,unknown,0
MH,2008,m,unknown,0
MK,2005,m,unknown,1
MK,2006,m,unknown,0
MK,2007,m,unknown,0
MK,2008,m,unknown,0
ML,2008,m,unknown,0
MO,2007,m,unknown,0
MO,2008,m,unknown,0
MP,2007,m,unknown,0
MP,2008,m,unknown,0
MT,2005,m,unknown,0
MT,2006,m,unknown,0
MT,2007,m,unknown,0
MT,2008,m,unknown,0
MU,2007,m,unknown,0
MU,2008,m,unknown,0
MV,2007,m,unknown,0
MV,2008,m,unknown,0
MW,2007,m,unknown,0
MW,2008,m,unknown,0
MX,2006,m,unknown,0
MX,2007,m,unknown,0
MX,2008,m,unknown,0
MY,2007,m,unknown,0
MY,2008,m,unknown,2
NC,2008,m,unknown,0
NE,2008,m,unknown,0
NI,2006,m,unknown,0
NI,2007,m,unknown,0
NL,2005,m,unknown,0
NL,2006,m,unknown,0
NL,2007,m,unknown,0
NL,2008,m,unknown,0
NO,2005,m,unknown,0
NO,2006,m,unknown,0
NO,2008,m,unknown,0
NP,2006,m,unknown,0
NP,2007,m,unknown,0
NR,2006,m,unknown,0
NR,2007,m,unknown,0
NR,2008,m,unknown,0
NU,2006,m,unknown,0
NU,2007,m,unknown,0
NZ,2006,m,unknown,0
NZ,2007,m,unknown,0
NZ,2008,m,unknown,0
OM,2006,m,unknown,0
OM,2008,m,unknown,0
PA,2008,m,unknown,0
PE,2006,m,unknown,0
PE,2007,m,unknown,0
PE,2008,m,unknown,0
PF,2008,m,unknown,2
PL,2005,m,unknown,0
PL,2006,m,unknown,0
PL,2007,m,unknown,0
PL,2008,m,unknown,0
PR,2007,m,unknown,0
PR,2008,m,unknown,0
PS,2006,m,unknown,0
PS,2007,m,unknown,0
PS,2008,m,unknown,0
PT,2005,m,unknown,5
PT,2006,m,unknown,2
PT,2007,m,unknown,0
PT,2008,m,unknown,0
PW,2006,m,unknown,0
PW,2007,m,unknown,0
PY,2006,m,unknown,0
PY,2007,m,unknown,0
PY,2008,m,unknown,4
QA,2007,m,unknown,0
QA,2008,m,unknown,0
RO,2005,m,unknown,4
RO,2006,m,unknown,0
RO,2007,m,unknown,0
RO,2008,m,unknown,0
RS,2005,m,unknown,0
RS,2006,m,unknown,1
RS,2007,m,unknown,0
RS,2008,m,unknown,0
RU,2007,m,unknown,0
RU,2008,m,unknown,0
RW,2007,m,unknown,0
RW,2008,m,unknown,0
SA,2008,m,unknown,0
SB,2007,m,unknown,0
SB,2008,m,unknown,0
SC,2008,m,unknown,0
SD,2006,m,unknown,0
SD,2008,m,unknown,0
SE,2005,m,unknown,0
SE,2006,m,unknown,0
SE,2007,m,unknown,0
SE,2008,m,unknown,0
SG,2006,m,unknown,0
SG,2007,m,unknown,0
SG,2008,m,unknown,0
SI,2005,m,unknown,0
SI,2006,m,unknown,0
SI,2007,m,unknown,0
SI,2008,m,unknown,0
SK,2005,m,unknown,0
SK,2006,m,unknown,0
SK,2007,m,unknown,0
SK,2008,m,unknown,0
SL,2007,m,unknown,0
SN,2008,m,unknown,0
SR,2006,m,unknown,0
ST,2006,m,unknown,0
ST,2007,m,unknown,0
SV,2007,m,unknown,0
SV,2008,m,unknown,0
SY,2006,m,unknown,0
SY,2007,m,unknown,0
SY,2008,m,unknown,0
SZ,2008,m,unknown,0
TC,2006,m,unknown,0
TJ,2005,m,unknown,0
TJ,2008,m,unknown,0
TK,2007,m,unknown,0
TM,2005,m,unknown,0
TM,2007,m,unknown,0
TO,2006,m,unknown,0
TO,2007,m,unknown,0
TO,2008,m,unknown,0
TR,2005,m,unknown,0
TR,2006,m,unknown,0
TR,2007,m,unknown,0
TR,2008,m,unknown,0
TT,2007,m,unknown,0
TT,2008,m,unknown,0
TV,2006,m,unknown,0
TV,2008,m,unknown,0
UA,2007,m,unknown,0
UA,2008,m,unknown,0
UG,2008,m,unknown,0
US,2006,m,unknown,0
US,2007,m,unknown,0
US,2008,m,unknown,0
UY,2008,m,unknown,0
UZ,2005,m,unknown,0
UZ,2006,m,unknown,0
UZ,2007,m,unknown,0
UZ,2008,m,unknown,0
VC,2007,m,unknown,0
VE,2006,m,unknown,0
VE,2007,m,unknown,0
VE,2008,m,unknown,0
VU,2008,m,unknown,0
WF,2007,m,unknown,0
WS,2008,m,unknown,0
ZA,2006,m,unknown,0
ZA,2007,m,unknown,0
ZA,2008,m,unknown,0
ZW,2007,m,unknown,0
AD,2005,f,0-4,0
AD,2006,f,0-4,0
AD,2008,f,0-4,0
AE,2006,f,0-4,0
AE,2007,f,0-4,0
AE,2008,f,0-4,0
AG,2007,f,0-4,0
AL,2005,f,0-4,0
AL,2006,f,0-4,0
AL,2007,f,0-4,0
AL,2008,f,0-4,0
AM,2005,f,0-4,0
AM,2006,f,0-4,0
AM,2007,f,0-4,0
AM,2008,f,0-4,0
AN,2006,f,0-4,0
AR,2006,f,0-4,18
AR,2007,f,0-4,14
AR,2008,f,0-4,5
AT,2005,f,0-4,0
AT,2006,f,0-4,1
AU,2006,f,0-4,1
AU,2007,f,0-4,0
AZ,2005,f,0-4,2
AZ,2006,f,0-4,0
BA,2005,f,0-4,0
BA,2006,f,0-4,0
BA,2007,f,0-4,0
BA,2008,f,0-4,0
BB,2007,f,0-4,0
BB,2008,f,0-4,0
BE,2005,f,0-4,1
BE,2006,f,0-4,3
BE,2007,f,0-4,3
BE,2008,f,0-4,2
BF,2007,f,0-4,4
BG,2005,f,0-4,0
BG,2007,f,0-4,2
BG,2008,f,0-4,1
BH,2008,f,0-4,0
BI,2007,f,0-4,0
BN,2007,f,0-4,0
BN,2008,f,0-4,0
BR,2006,f,0-4,65
BR,2007,f,0-4,78
BR,2008,f,0-4,69
BS,2007,f,0-4,0
BS,2008,f,0-4,0
BW,2008,f,0-4,5
BZ,2006,f,0-4,0
BZ,2007,f,0-4,0
BZ,2008,f,0-4,0
CA,2006,f,0-4,0
CA,2007,f,0-4,0
CA,2008,f,0-4,0
CH,2005,f,0-4,0
CH,2006,f,0-4,0
CH,2007,f,0-4,0
CH,2008,f,0-4,0
CK,2006,f,0-4,0
CL,2006,f,0-4,0
CL,2007,f,0-4,0
CL,2008,f,0-4,2
CM,2008,f,0-4,0
CR,2006,f,0-4,0
CR,2007,f,0-4,0
CU,2008,f,0-4,1
CV,2008,f,0-4,0
CY,2005,f,0-4,0
CY,2006,f,0-4,0
CY,2007,f,0-4,0
CY,2008,f,0-4,0
CZ,2005,f,0-4,0
CZ,2006,f,0-4,0
CZ,2007,f,0-4,0
CZ,2008,f,0-4,0
DE,2005,f,0-4,3
DE,2006,f,0-4,2
DE,2007,f,0-4,0
DE,2008,f,0-4,1
DJ,2007,f,0-4,2
DK,2005,f,0-4,0
DK,2006,f,0-4,0
DK,2007,f,0-4,1
DK,2008,f,0-4,0
DM,2006,f,0-4,0
DM,2007,f,0-4,0
DM,2008,f,0-4,0
DO,2008,f,0-4,4
EE,2005,f,0-4,0
EE,2006,f,0-4,0
EE,2007,f,0-4,0
EE,2008,f,0-4,0
EG,2006,f,0-4,8
EG,2008,f,0-4,0
ER,2007,f,0-4,0
ES,2005,f,0-4,6
ES,2006,f,0-4,8
ES,2007,f,0-4,8
ES,2008,f,0-4,3
FI,2005,f,0-4,0
FI,2006,f,0-4,0
FI,2007,f,0-4,0
FI,2008,f,0-4,0
FJ,2006,f,0-4,0
FM,2006,f,0-4,0
FM,2008,f,0-4,1
FR,2005,f,0-4,5
FR,2006,f,0-4,4
FR,2007,f,0-4,6
FR,2008,f,0-4,1
GA,2008,f,0-4,1
GB,2005,f,0-4,0
GB,2006,f,0-4,2
